label,sms,change_sms,nltk,num_words
1,,,spare entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli turn number,25
1,,,discharge entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numerate number,25
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,here is your discount code rp number to stop further messages reply stop link customer services number ,discount code rp number stop messag repli stop link custom servic number,12
0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad which gymnastics class do you want to take the site says christians class is full,yo chad gymnast class want take site say christian class full,11
1,,,disengage entri total wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthly password for wap link is number use your wap phone not pc,month password wap link number use wap phone pc,9
0,Ic. There are a lotta childporn cars then.,ic there are a lotta childporn cars then,ic lotta childporn car,4
0,Yup no more already... Thanx 4 printing n handing it up.,yup no more already thanx number printing n handing it up,yup alreadi thanx number print n hand,7
0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although i told you dat i am into baig face watches now but i really like e watch you gave cos it is fr you thanx number everything dat you ve done today i am touched,although tell dat baig face watch realli like e watch give co fr thanx number everyth dat today touch,19
1,,,free entri total wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number bit,25
0,ÌÏ log off 4 wat. It's sdryb8i, log off number wat it is sdryb number i,log number wat sdryb number,5
0,Thank u!,thank you,thank,1
1,"Dear PAYTM customer your paytm KYC has been suspended, paytm office PH 6291628992 Account will block within 24 hour. Thank you. PAYTM TEAM",dear paytm customer your paytm kyc has been suspended paytm office ph phonenumber account will block within number hour thank you paytm team,dear paytm custom paytm kyc suspend paytm offic ph phonenumb account block within number hour thank paytm team,18
1,,,free entri routine wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli act number,25
1,,,free entri number wkli comp win fa cup final tkts turn st may come text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,costless entri number wkli comp win fa cup final tkts number st may total text fa number receiv entri questionstd txt ratetc appli number number,25
0,Yes! How is a pretty lady like you single?,yes how is a pretty lady like you single,yes pretti ladi like singl,5
0,"K, I'll work something out",k i will work something out,k work someth,3
0,Every day i use to sleep after  &lt;#&gt;  so only.,every day i use to sleep after ltgt so only,everi day use sleep ltgt,5
1,,,free entri number wkli comp win fa cup final tkts number st may total text fa figure receiv entri questionstd txt ratetc appli number number,25
0,Which channel:-):-):):-).,which channel,channel,1
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",come to me slave your doing it again going into your she will and unconsciously avoiding me you are making me unhappy ,come slave go unconsci avoid make unhappi,7
0,I wont. So wat's wit the guys,i will not so wat s wit the guys,wat wit guy,3
1,,,free entri bit wkli comp acquire fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Ok ok take care. I can understand.,ok ok take care i can understand,ok ok take care understand,5
1,,,free entri number wkli comp win fa cup final tkts number st may numerate text fa issue receiv entri questionstd txt ratetc appli number number,25
1,Filthy stories and GIRLS waiting for your,filthy stories and girls waiting for your,filthi stori girl wait,4
0,How is it possible to teach you. And where.,how is it possible to teach you and where,possibl teach,2
0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,just trying to figure out when i am suppose to see a couple different people this week we said we would get together but i did not set dates,tri figur suppos see coupl differ peopl week say would get togeth set date,14
1,,,free entri number wkli comp win fa cup final tkts number st may turn text fa numerate receiv entri questionstd txt ratetc appli number number,25
0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx yup we coming back on sun finish dinner going back number hotel now time flies we are tog number exactly a mth today hope we will haf many more mths to come,thanx yup come back sun finish dinner go back number hotel time fli tog number exact mth today hope haf mani mths come,23
0,Sure! I am driving but will reach my destination soon.,sure i am driving but will reach my destination soon,sure drive reach destin soon,5
1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just number p to optout txt stop to number reply date now,freemsg fanci flirt repli date join uk fast grow mobil date servic msg rcvd number p optout txt stop number repli date,22
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli bit number,25
1,"Plot for Sale in Haridwar At The Bank of Ganga (Ready Possession & Registry) Rs-5000/-P.m Installment Call Y.N.BUILDTECH 9311085505,  OR SMS YND 53030",plot for sale in haridwar at the bank of ganga ready possession registry rs number pm installment call ynbuildtech phonenumber or sms ynd number ,plot sale haridwar bank ganga readi possess registri rs number pm instal call ynbuildtech phonenumb sms ynd number,18
1,,,destitute entri numerate wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Good. Good job. I like entrepreneurs,good good job i like entrepreneurs,good good job like entrepreneur,5
0,"Hey , is * rite u put åÈ10 evey mnth is that all?",hey is rite you put number evey mnth is that all,hey rite put number evey mnth,6
1,,,free entri number wkli comp win fa cup final tkts issue st may routine text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,relieve entri number wkli comp win fa cup final tkts number st may number text fa figure receiv entri questionstd txt ratetc appli number number,25
0,"I'll see, but prolly yeah",i will see but probably yeah,see probabl yeah,3
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,you have an important customer service announcement call freephone number number number now,import custom servic announc call freephon number number number,9
